Title,Manifest,Archive,Fond,Reference Number,Language,Creation Date,Place of Origin,Geographical Names,Surnames,Notes,Tags
Manifestacja Żydów kowelskich przeciw kahałowi łuckiemu i dziedzicom wsi należacych do kahału kowelskiego,"Pejach Enochowicz Żyd kowelski manifestuje przeciw Teofili Wilczynej podkomorzynej derpskiej, dziedziczce wsi Hołob, Rafałowi Perciorowskiemu regentowi grodzkiemu włodzimierskiemu, Ludwikowi Hulewiczowi, Angeli Hulewicz i innym w sprawie bezprawnego pozwania do trybunałów skarbowego i koronnego lubelskiego oraz przeciw gminie łuckiej. Manifestuje w imieniu gminy kowelskiej w sprawie odrywania wsi (m.in. Huńczy Bród, Drozdnie, Hołoby, Horodyszcza, Czerkasów i innych) podlegających jurysdykcji kahału kowelskiego przez kahał łucki, pomimo oświadczenia wydanego na polecenie starszych ziemskich przez kahał łucki, że nie będzie przyjmował Żydów unikających płacenia podatków.",Central State Historical Archives of Ukraine in Kyiv,Wlodzimierz castle court files (Księgi grodzkie włodzimierskie),"CGIA Kijów, Fond 28, op. 1, sp. 170, s. 195v-196v",Polish,05.05.1751,Włodzimierz Wołyński,"Kovel, Lutsk, Volodymyr-Volynsky (Włodzimierz Wołyński)",,,manifestacja
Świadectwo w sprawie Żyda Abrahama kupca rawickiego,"Ksiądz Mikołaj Kożuchowski kanonik kaliski składa oświadczenie na rzecz Berka Żyda leszczyńskiego, iż kitaj Abrahama kupca rawickiego znajduje się w rękach Lewka Kaliskiego starszego ziemskiego do czasu rozsądzenia sprawy w sądzie żydowskim [ziemskim].",The State Archive in Poznan (APP),Koscian castle court files (Księgi grodzkie kościańskie),"APP, Kościańskie Gr. 164, s. 269-270",Polish,29.03.1740,Kalisz,"Kalisz, Koscian, Leszno, Rawicz","Abraham, Berek, Jakub Lewkowicz, Kożuchowski Mikołaj, Lewek Kaliski",Oblatowane w aktach grodzkich kościańskich 4 IV 1740 r. przez Jakuba Lewkowicza Żyda leszczyńskiego.,świadectwo (oświadczenie)
Manifestacja starszych drohobyckich przeciw starszym ziemskim ruskim,"Manifestacja starszych drohobyckich Anszela Lejbowicza i Oszyi Moszkowicza przeciw Berkowi Rabinowiczowi i innym starszym ziemskim ruskim, którzy wbrew wyrokowi trybunału skarbowego radomskiego z 1753 r. nie chcą zawrzeć ugody i nadal nadmiernie obciążają podatkami gminę drohobycką.",Central State Historical Archives of Ukraine in Lviv,Busk castle court files (Księgi grodzkie buskie),"CGIA Lwów, Fond 3, op. 1, sp. 35, s. 827-828",Latin,28.04.1755,Busk,"Busk, Drohobych","Anszel Lejbowicz, Berek Rabinowicz, Oszyja Moszkowicz",,"manifestacja, trybunał skarbowy radomski, ziemstwo ruskie"
Resolution by the Crown elders regarding the Jewish poll tax,"The Crown elders set the poll tax as: 40 thousand zlotys to be paid be the Jews of Rus. The Jews of Belz voivodship and Chełm land are to pay 15,000 zlotys. The Jews of Volhynia – 13,500 zlotys. Sandomierz and Cracow Jews – 3,400 zlotys. The tax is to be delivered to Lwów, to Abram, scribe to Crown elders, at the feast of Sukkot. The tax money will be spent on “gifts to Tatars”.",The Central Archives of Historical Records in Warsaw,Archive of the Crown Treasury III (Archiwum Skarbu Koronnego III),AGAD ASK III sygn. 10 k. 827,Polish,06.09.1662,Jarosław,"Belz (Bełz), Chełm (Chelm), Cracow (Kraków), Horodok (Gródek), Jarosław, Lviv (Lwów), Sandomierz","Abram, Hirsz Fiszlowicz, Jonas Chajmowicz z Krakowa, Sanocki, Wigdor z Krakowa",,"pogłówne, ziemstwo chełmsko-bełskie, ziemstwo krakowsko-sandomierskie, ziemstwo ruskie, ziemstwo wołyńskie"
Pozew do sądu grodzkiego chełmskiego z oskarżenia starszych ziemskich chełmskich i bełskich,"Relacja położenia pozwu do sądu grodzkiego chełmskiego dla Tadeusza Przyłuskiego starosty hadziackiego z oskarżenia Ejzyka rabina wodzisławskiego, Moszka Rabinowicza, Herszka Abramowicza, Mendla Herszowicza, Ejzyka Josiowicza z Bełza i innych starszych ziemskich bełskich i chełmskich w sprawie uwolnienia od roszczeń Przyłuskiego (domagał się sumy od domów żydowskich w Chełmie).",The State Archive in Lublin,Chelm castle court files (Księgi grodzkie chełmskie),"APL, KGCH 61, s. 449rv",Latin,13.11.1759,Chełm,"Chełm (Chelm), Witków, Wodzisław","Ejzyk Josiowicz, Ejzyk rabin wodzisławski, Herszko Abramowicz, Mendel Herszowicz, Moszko Rabinowicz, Przyłuski Tadeusz",Relacja położenia pozwu z dn. 22 XI 1759 r.,"pozew, sąd grodzki, ziemstwo chełmsko-bełskie"
Akt egzekucji dekretu w sprawie starszych ziemskich chełmskich i bełskich,"Akt egzekucji prze domem Wolfa Pietruszki rabina witkowskiego, starszego ziemskiego chełmskiego i bełskiego, kondemnaty trybunału skarbowego radomskiego z 19 VI 1758 nałożonej na Ejzyka rabina wodzisławskiego i innych starszych ziemskich chełmskich i bełskich z oskarżenia Tadeusza Przyłuskiego starosty hadziackiego, syna śp. Józefa miecznika horodelskiego, w sprawie o niezapłacenie sumy 600 złp. Sprawę odesłano ponownie do trybunału skarbowego radomskiego.",The State Archive in Lublin,Chelm castle court files (Księgi grodzkie chełmskie),"APL, KGCH 61, s. 214rv",Latin,04.12.1758,Hrubieszów,"Belz (Bełz), Chełm (Chelm), Hrubieszow (Hrubieszów), Witków, Wodzisław","Ejzyk, Przyłuski Tadeusz, Wolf Pietruszka",,"egzekucja dekretu, trybunał skarbowy radomski, ziemstwo chełmsko-bełskie"
Manifestacja przeciw starszym ziemskim chełmskim i bełskim w sprawie Żydów lipskich,Manifestacja Józefa Rzeplińskiego w imieniu braci Tomasza miecznika buskiego i Stanisława podstolego nowogrodzkiego Lipskich dziedziców Lipska przeciw starszym ziemskim chełmskim i bełskim w sprawie nadmiernego obciążenia Żydów lipskich.,Central State Historical Archives of Ukraine in Lviv,Belz castle court files (Księgi grodzkie bełskie),"CGIA Lwów, Fond 1, op. 1, sp. 322, s. 551-552",Latin,11.05.1733,Bełz,"Belz (Bełz), Chełm (Chelm), Lipsko (district Lubaczow), Narol","Lipski Tomasz, Lispki Stanisław, Rzepliński Józef",,"manifestacja, ziemstwo chełmsko-bełskie"
Manifestacja przeciw starszym ziemskim chełmskim i bełskim,"Manifestacja Kazimierza Chrzonowskiego w imieniu Wacława i Ludwiki Humnickich mieczników lwowskich, dziedziców Uhnowa, przeciw starszym ziemskim chełmskim i bełskim w sprawie złamania ugody zawartej podczas trybunału radomskiego, nadmiernego obciążenia Żydów uhnowskich, obłożenia klątwą w bożnicach ziemstwa, a także ponownego obciążenia asygnacją na 400 złp dla chorągwi pancernej kasztelana wileńskiego Michała Fryderyka Czartoryskiego (po wcześniejszym wypłaceniu asygnacji dla chorągwi pancernej Antoniego Jana Kalinowskiego cześnika halickiego) pod groźbą sekwestrowania, aresztowania towarów i osób.",Central State Historical Archives of Ukraine in Lviv,Belz castle court files (Księgi grodzkie bełskie),"CGIA Lwów, Fond 1, op. 1, sp. 322, s. 956-957",Latin,31.08.1733,Bełz,"Belz (Bełz), Chełm (Chelm), Hrubieszow (Hrubieszów), Uhnów","Abel, Chrzonowski Kazimierz, Czartoryski Michał Fryderyk, Elo Chaszkielwicz, Froim Mendlowicz, Herszko Pietruszka, Humnicka Ludwika, Humnicki Wacław, Izrael, Kalinowski Antoni Jan, Szmujło",,"manifestacja, ziemstwo chełmsko-bełskie"
Pozew do sądu grodzkiego dla starszych ziemskich bełskich i chełmskich,Pozew do sądu grodzkiego bełskiego dla Froima z Tyszowców i pozostałych starszych ziemskich chełmskich i bełskich z oskarżenia gminy w Uhnowie i Wacława i Ludwiki Humnickich mieczników lwowskich w sprawie niedotrzymania ugody dotyczącej wysokości płaconego pogłównego żydowskiego przez Żydów uhnowskich.,Central State Historical Archives of Ukraine in Lviv,Belz castle court files (Księgi grodzkie bełskie),"CGIA Lwów, Fond 1, op. 1, sp. 324, s. 997-999",Latin,19.12.1735,Bełz,"Belz (Bełz), Tyszowce, Uhnów",Froim,,"pogłówne, pozew, sąd grodzki, ugoda, ziemstwo chełmsko-bełskie"
Manifestacja przeciw starszym ziemskim chełmskim i bełskim w imieniu Żydów uhnowskich,Tomasz Rosowski w imieniu Wacława i Ludwiki Humnickich właścicieli Uhnowa oraz Żydów uhnowskich manifestuje przeciw starszym ziemskim chełmskim i bełskim w sprawie złamania ugody pomiędzy nimi a Żydami uhnowskimi dotyczącej płacenia corocznej kwoty do starszych ziemskich.,Central State Historical Archives of Ukraine in Lviv,Belz castle court files (Księgi grodzkie bełskie),"CGIA Lwów, Fond 1, op. 1, sp. 324, s. 953",Latin,14.12.1735,Bełz,"Belz (Bełz), Chełm (Chelm), Uhnów","Humnicka Ludwika, Humnicki Wacław, Rosowski Tomasz",,"manifestacja, ugoda, ziemstwo chełmsko-bełskie"
Oblata asekuracji starszych ziemskich chełmskich i bełskich,"Oblata asekuracji starszych ziemskich Moszko Józefowicza z Chełma, Hersza Mendlowicza z Krzemieńca, Szmujły Michlowicza z Lubomla, Irsza Jowlowicza z Bełza, Mendla Froima z Tyszowiec dla Józefa Łaszcza na Tuczapach, Łaszczowie i Warężu kanclerza gnieźnieńskiego, kanonika krakowskiego na 10 tys. złp, które zaciągają na spłacenie długu 5000 złp Dąbskiemu porucznikowi chorągwi pancernej wojewody bełskiego, 2000 złp Prekowi łowczemu buskiemu oraz 3000 na własne potrzeby. Starsi ziemscy zobowiązują się, że w zamian za prowizję od kwoty 7000 złp będą płacić pogłówne żydowskie za Żydów waręskich, natomiast resztę długu tj. 3000 złp zobowiązują się wypłacić za trzy lata i płacić od niej 10% prowizji.",Central State Historical Archives of Ukraine in Lviv,Belz castle court files (Księgi grodzkie bełskie),"CGIA Lwów, Fond 1, op. 1, sp. 324, s. 818-819",Polish,11.04.1730,Łaszczów,"Belz (Bełz), Chełm (Chelm), Kremenets, Liuboml, Tyszowce, Variazh (Ukraine), Łaszczów","Dąbski, Hersz Mendlowicz, Irsz Jowlowicz, Mendel Froim, Moszko Józefowicz, Prek, Przyrański Stanisław, Szmujło Michlowicz, Łaszcz Józef",,"skrypt dłużny, zadłużenie (długi), ziemstwo chełmsko-bełskie"
Pozew do trybunału koronnego lubelskiego dla starszych ziemskich chełmskich i bełskich,"Pozew do trybunału koronnego lubelskiego dla starszych ziemskich chełmskich i bełskich z oskarżenia Jerzego Aleksandra Lubomirskiego wojewody sandomierskiego, Kazimierza Stankiewicza komisarza i Józefa Krzyżewskiego gubernatora kryłowskiego w sprawie niewykonania dekretu sądu kapturowego województwa bełskiego z 1 VIII 1733 r. tj. niezwrócenia Żydom kryłowskim sumy 120 złp i wadium starościńskiego (14 grzywien), zapłaconych przez nich chorągwi Nowosieleckiego.",Central State Historical Archives of Ukraine in Lviv,Belz castle court files (Księgi grodzkie bełskie),"CGIA Lwów, Fond 1, op. 1, sp. 324, s. 553-554",Latin,25.08.1735,Lublin,"Belz (Bełz), Chełm (Chelm), Kryłów, Lublin","Krzyżewski Józef, Lubomirski Jerzy Aleksander, Nowosielecki, Stankiewicz Kazimierz",,"pozew, sąd kapturowy, trybunał koronny, ziemstwo chełmsko-bełskie"
Manifestacja przeciw starszym ziemskim chełmskim i bełskim,"Michał Teleżyński plenipotent Józefa Łaszcza kanclerza gnieźnieńskiego, kanonika krakowskiego, opata witowskiego manifestuje przeciw starszym ziemskim chełmskim i bełskim w sprawie niespłacenia skryptu dłużnego na 10 tys. złp wraz z prowizją, podpisanego 11 IV 1730 r. w Łaszczowie.",Central State Historical Archives of Ukraine in Lviv,Belz castle court files (Księgi grodzkie bełskie),"CGIA Lwów, Fond 1, op. 1, sp. 324, s. 219-220",Latin,28.04.1735,Bełz,"Belz (Bełz), Chełm (Chelm), Łaszczów","Teleżyński Michał, Łaszcz Józef",,"kościół katolicki, manifestacja, skrypt dłużny, zadłużenie (długi), ziemstwo chełmsko-bełskie"
Manifestacja Fabiana Falka i Berka Salomonowicza syndyka Żydów leszczyńskich przeciwko starszym synagogi kaliskiej w sprawie pogłównego żydowskiego,Fabian Falek i Berek Salomonowicz syndyk synagogi leszczyńskiej manifestują się przeciw starszym synagogi kaliskiej w sprawie bezpodstawnego pozwania gminy leszczyńskiej do trybunału skarbowego radomskiego przez gminę kaliską wraz z podwojewodzimi kaliskim i poznańskim (dotyczy uchwał-likwidacji na sejmiku żydowskim w 1749).,The State Archive in Poznan (APP),Wschowa castle court files (Księgi grodzkie wschowskie),"APP, Wschowskie Gr. 215, s. 76v-77",Latin,15.05.1752,Wschowa,"Kalisz, Leszno, Poznan (Poznań)","Berek Salomowicz, Fabian Falek",,"manifestacja, sejmik żydowski, ziemstwo wielkopolskie"
Pozew do sądu kapturowego dla Żydów stojanowskich,"Przypozew do sądu kapturowego województwa bełskiego dla Jankiela Dawidowicza, Lejby Szwedziuka, Chaskiela oraz innych starszych stojanowskich z oskarżenia Pawła Matczewskiego cześnika bracławskiego, byłego podwojewodziego bełskiego, i Franciszka Antoniego Pruszak Bieniewskiego cześnika inflanckiego, sędziego kapturowego woj. bełskiego  w sprawie niewypłacenia  asygnacji z roku 1712 na podstawie dyspartymentu Żydów bełskich (przypozew w związku z dekretem sądu kapturowego pomiędzy Maliszewskim i Bieniewskim a Żydami bełskimi z dn. 25 VI 1733).",Central State Historical Archives of Ukraine in Lviv,Belz castle court files (Księgi grodzkie bełskie),"CGIA Lwów, Fond 1, op.1, sp. 322, s. 783-785",Latin,31.07.1733,Bełz,"Belz (Bełz), Stoianiv (Ukraine)","Bieniewski Pruszak Franciszek Antoni, Chaskiel, Jankiel Dawidowicz, Lejba Szwedziuk, Matczewski Paweł",,"pozew, sąd kapturowy"
Pozew do sądu kapturowego dla Żydów lubaczowskich,"Przypozew do sądu kapturowego województwa bełskiego dla Daniela Ajzyka i Awusia oraz innych starszych lubaczowskich z oskarżenia Pawła Matczewskiego cześnika bracławskiego, byłego podwojewodziego bełskiego,  i Franciszka Antoniego Pruszak Bieniewskiego cześnika inflanckiego, sędziego kapturowego woj. bełskiego  w sprawie niewypłacenia sum, jednej na podstawie asekuracji Żydów lubaczowskich, drugiej - asygnacji na podstawie dyspartymentu Żydów bełskich (przypozew w związku z dekretem sądu kapturowego pomiędzy Maliszewskim i Bieniewskim a Żydami bełskimi z dn. 25 VI 1733).",Central State Historical Archives of Ukraine in Lviv,Belz castle court files (Księgi grodzkie bełskie),"CGIA Lwów, Fond 1, op. 1, sp. 322, s. 782-783",Latin,31.07.1733,Bełz,"Belz (Bełz), Lubaczow","Awuś, Bieniewski Pruszak Franciszek Antoni, Daniel Ajzyk, Matczewski Paweł",,"pozew, sąd kapturowy"
Pozew do sądu kapturowego dla posesorki Narola i Żydów narolskich,"Bracia Tomasz chorąży buski i Stanisław podstoli nowogródzki Lipscy, właściciele miasteczka Lipsko, oraz Żydzi lipscy pozywają Annę Puzyninę starościnę wiską, posesorkę Narola,  i Żydów narolskich do sądu kapturowego województwa bełskiego w sprawie nieprzeprowadzenia lustracji Żydów w Narolu nakazanej dekretem sądu kapturowego, jak również nadmiernego obciążenia Żydów lipskich wbrew postanowieniom dekretów żydowskich.",Central State Historical Archives of Ukraine in Lviv,Belz castle court files (Księgi grodzkie bełskie),"CGIA Lwów, Fond 1, op. 1, sp. 322, s. 590-592",Latin,18.05.1733,Bełz,"Belz (Bełz), Chełm (Chelm), Lipsko (district Lubaczow), Narol","Lipski Stanisław, Lipski Tomasz, Puzynina Anna",,"pozew, sąd kapturowy"
Pozew do sądu kapturowego dla starszych ziemskich bełskich i chełmskich,"Bracia Tomasz chorąży buski i Stanisław podstoli nowogródzki Lipscy, właściciele miasteczka Lipsko, oraz Żydzi lipscy pozywają starszych ziemskich chełmskich i bełskich do sądu kapturowego województwa bełskiego w sprawie nadmiernego obciążeniaŻydów lipskich w dyspartymencie pogłównego żydowskiego, a także przywłaszczenia na swoje cele części płaconego podatku.",Central State Historical Archives of Ukraine in Lviv,Belz castle court files (Księgi grodzkie bełskie),"CGIA Lwów, Fond 1, op. 1, s. 322, s. 593-595",Latin,18.05.1733,Bełz,"Belz (Bełz), Chełm (Chelm), Hrubieszow (Hrubieszów), Lipsko (district Lubaczow)","Abraham Pietruszka, Irsz Pietruszka, Lipski Stanisław, Lipski Tomasz",,"pozew, sąd kapturowy, ziemstwo chełmsko-bełskie"
Manifestacja w imieniu właścieli Uhnowa przeciw starszym ziemskim chełmskim i bełskim,"Manifestacja Andrzeja Nowosielskiego w imieniu małżonków Wacława Humnickiego i Ludwiki Duninówny mieczników lwowskich przeciw starszym ziemskim chełmskim i bełskim w sprawie niewykonania ugody podpisanej 15 VI 1732 r. przez plenipotenta starszych na trybunał skarbowy radomski, Lejbę Herszkowicza,  oraz w sprawie nadmiernego obciążenia Żydów z Uhnowa w swoim dyspartmencie, działania na ich szkodę  (obłożenia klątwą w synagogach ziemi chełmskich i woj. bełskiego).",Central State Historical Archives of Ukraine in Lviv,Belz castle court files (Księgi grodzkie bełskie),"CGIA Lwów, Fond 1, op. 1, sp. 322, s. 3-4",Latin,03.01.1733,Bełz,"Belz (Bełz), Chełm (Chelm), Uhnów","Abel Pietruszka, Abel Szajowicz, Chaim pisarz, Elo Askielowicz, Froim Mendlowicz, Herszko Jowlowicz, Herszko Pietruszka, Herszko Zejlikowicz, Humnicka Ludwika z Duninów, Humnicki Wacław, Lejba Hyrszowicz, Mendel Majorowicz, Moszko Berkowicz, Nesal Majorowicz, Nowosielski Andrzej, Pinkos Judkowicz, Szemiot Franciszek, Szmujło Michlowicz",,"manifestacja, ziemstwo chełmsko-bełskie"
Manifestacja deputata chorągwi pancernej  przeciw Żydom buskim,Manifestacja Piotra Dobrzańskiego towarzysza chorągwi pancernej [Józefa Aleksandra] Jabłonowskiego starosty buskiego przeciw Żydom buskim w sprawie niewypłacenia asygnacji skarbowych na pogłówne żydowskie za rok 1732 (reszty tj. 300 złp) i 1733 (620 złp).,Central State Historical Archives of Ukraine in Lviv,Busk castle court files (Księgi grodzkie buskie),"CGIA Lwów, Fond 3, op. 1, sp. 30, s. 739",Latin,28.08.1734,Busk,Busk,"Dobrzański Piotr, Jabłonowski Józef Aleksander",,"asygnacja, manifestacja"
Manifestacja starszych buskich przeciw gminie bełskiej,"Starsi gminy w Busku manifestują przeciw gminie bełskiej w sprawie nieprawnie uzyskanej kondemnaty w sądzie kapturowym woj. bełskiego. Gmina bełska pozwała w sprawie rocznej pensji dla podwojewodziego do nieodpowiedniego sądu, a co więcej Żydzi buscy przez lata wywiązywali się ze swoich zobowiązań i gotowi są tego dowieść posiadanymi kwitacjami.",Central State Historical Archives of Ukraine in Lviv,Busk castle court files (Księgi grodzkie buskie),"CGIA Lwów, Fond 3, op. 1, sp. 30, s. 606-607",Latin,01.02.1734,Busk,"Belz (Bełz), Busk","Fiszel Anczelowicz, Haskiel Moszkowicz, Jakub Izaakowicz, Joś Aronowicz, Lejzor Chaimowicz, Mot Judkiewicz",,"manifestacja, pensja, sąd kapturowy"
